	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	eon	Noun	tr	geological time period	por	éon	m
eng	eon	Noun	tr	geological time period	rus	эо́н	m
eng	eon	Noun	tr	geological time period	spa	eón
eng	eon	Noun	tr	geological time period	spa	evo	m
eng	eon	Noun	tr	geological time period	swe	eon	c
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	bul	вечност
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	ces	celá věčnost
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	fin	ikuisuus
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	fin	maailmankausi
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	fra	bail	m
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	hbs	eon	m
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	heb	עידן	m	tr=idán	alt=עִדָּן
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	ita	eone	m
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	mri	manomano tau
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	mri	pōpōroa
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	mri	pōpōroroa
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	nor	eon	m
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	por	eternidade	f
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	rus	ты́сяча лет	f
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	rus	целая ве́чность	n
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	spa	añales	m-p
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	spa	añares	p
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	swe	eon	c
eng	eon	Noun	tr	informal, hyperbolic: a long period of time	swe	evighet	c
eng	eon	Noun	tr	period of 1,000,000,000 years	ces	eon	m
eng	eon	Noun	tr	period of 1,000,000,000 years	fra	éon
eng	eon	Noun	tr	period of 1,000,000,000 years	hbs	eon	m
eng	eon	Noun	tr	period of 1,000,000,000 years	nld	eon	n
eng	eon	Noun	tr	period of 1,000,000,000 years	nor	eon	m
eng	eon	Noun	tr	period of 1,000,000,000 years	por	éon
eng	eon	Noun	tr	period of 1,000,000,000 years	spa	eón	m
eng	eo-	Prefix	tr		fra	éo-
eng	eosin	Noun	tr	red, acidic dye	deu	Eosin	n
eng	eosin	Noun	tr	red, acidic dye	fin	eosiini
eng	eosin	Noun	tr	red, acidic dye	ita	eosina	f
eng	eosin	Noun	tr	red, acidic dye	nld	eosine	f
eng	eosin	Noun	tr	red, acidic dye	nld	roodsel	n
eng	eosin	Noun	tr	red, acidic dye	spa	eosina	f
eng	eosinophilic	Adjective	tr	readily stained with eosin	hun	eozinofil
eng	eosinophilic	Adjective	tr	readily stained with eosin	ina	eosinophilic
eng	eosinophilic	Adjective	tr	readily stained with eosin	spa	eosinofílico
eng	eosinophil	Noun	tr	type of white blood cell	ces	eosinofil	m
eng	eosinophil	Noun	tr	type of white blood cell	ell	ηωσινόφιλα	n-p	sc=Grek
eng	eosinophil	Noun	tr	type of white blood cell	fin	eosinofiili
eng	eosinophil	Noun	tr	type of white blood cell	fra	éosinophile	m
eng	eosinophil	Noun	tr	type of white blood cell	ita	eosinofilo	m
eng	eosinophil	Noun	tr	type of white blood cell	kmr	êzonofîl	f
eng	eosinophil	Noun	tr	type of white blood cell	nld	eosinofiel	m
eng	eosinophil	Noun	tr	type of white blood cell	por	eosinófilo	m
eng	eosinophil	Noun	tr	type of white blood cell	por	granulócito eosinófilo	m
eng	eosinophil	Noun	tr	type of white blood cell	rus	эозинофи́л	m	sc=Cyrl
eng	eosinophil	Noun	tr	type of white blood cell	rus	эозинофи́льный гранулоци́т	m	sc=Cyrl
eng	eosinophil	Noun	tr	type of white blood cell	spa	eosinófilo	m
eng	eosinophil	Noun	tr	type of white blood cell	swe	eosinofil	c
