	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Iapetus	Proper noun	tr	the Titan	iku	ᐃᐊᐲᑐᔅ	sc=Cans
eng	Iapetus	Proper noun	tr	the Titan	kal	Japetusi
eng	Iapetus	Proper noun	tr	the Titan	lat	Japetus	m
eng	Iapetus	Proper noun	tr	the Titan	por	Iápeto	m
eng	Iapetus	Proper noun	tr	the Titan	por	Jápeto	m
eng	Iapetus	Proper noun	tr	the Titan	rus	Я́пет	m
eng	Iași	Proper noun	tr	city in Romania	ckb	یاش
eng	Iași	Proper noun	tr	city in Romania	deu	Iași	n
eng	Iași	Proper noun	tr	city in Romania	deu	Jaßenmarkt	n
eng	Iași	Proper noun	tr	city in Romania	deu	Jassy	n
eng	Iași	Proper noun	tr	city in Romania	ell	Ιάσιο	n
eng	Iași	Proper noun	tr	city in Romania	fra	Jassy
eng	Iași	Proper noun	tr	city in Romania	hun	Jászvásár
eng	Iași	Proper noun	tr	city in Romania	hye	Յաշ
eng	Iași	Proper noun	tr	city in Romania	ita	Jassi
eng	Iași	Proper noun	tr	city in Romania	lat	municipium Iasorum	n
eng	Iași	Proper noun	tr	city in Romania	ota	یاش	tr=yaş
eng	Iași	Proper noun	tr	city in Romania	pol	Jassy	p
eng	Iași	Proper noun	tr	city in Romania	por	Iasi	f
eng	Iași	Proper noun	tr	city in Romania	por	Iassi	f
eng	Iași	Proper noun	tr	city in Romania	ron	Iași
eng	Iași	Proper noun	tr	city in Romania	ron	Яшь	sc=Cyrl
eng	Iași	Proper noun	tr	city in Romania	rus	Я́ссы	p
eng	Iași	Proper noun	tr	city in Romania	tur	Yaş
eng	Iași	Proper noun	tr	city in Romania	ukr	Яси
eng	Iași	Proper noun	tr	city in Romania	yid	יאַס
eng	Iatmul	Noun	tr	people	ian	Sepik
eng	Iatmul	Proper noun	tr	language	ian	gepmakudi
